Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-11-11,Swarm,2023,https://boxd.it/7MoaZf,4.5,,"I was unable to get the dancing to Basement Jaxx while floor-mopping guts sequence out of my head for a while. Fucking hell this was brutal. Watches like a predatory Nat Geo documentary.

Very good one. Came here from Atlanta btw.

4.5/5",,2024-11-10
2024-11-16,Threads,1984,https://boxd.it/7OE1IJ,3.5,,"Many people compare Threads to Elem Klimov's Come and See. Even though Threads plays a hypothetical scenario and Come and See practically happened, they have one strong common theme; they're both very effective anti-war films. In fact, these are the only two true anti-war films I've seen, apart from Mosul (2019), and Villeneuve's Incendies.

An anti-war film is one that is able to scare people out of the romantically heroic perception of war. They are effective in doing so by portraying suffering in an uncensored way; the human nature at its very lowest (when I say lowest I mean lowest). Both Threads & Come and See are extremely effective at their genre because they do this very well; they manage to portray what would really happen when things go haywire.

However, (and here comes the big but), Threads lacks the artistic qualities that made Come and See such a disheartening, impactful and haunting movie. Threads feels almost as a sober documentary, where the camera is just filming the heinous consequences of a nuclear apocalypse. Come and See is very different in that the atmosphere creeps inside you, slowly, steadily, until you realize you're completely involved with the characters, and you actually pitty the people that had to go through what Glasha & Florya went through.

I enjoyed Threads, but in my opinion, Come and See is still the de-facto anti-war film. The artistic talent of Klimov is simply superior, and that permeates the entire film in a way that is difficult to deny.

3.5/5",,2024-11-14
2024-11-17,Longlegs,2024,https://boxd.it/7P9M0B,2.5,,"This was underwhelming. Some good bits here and there (Nicholas Cage’s acting is very good, and the atmosphere is nicely crafted). Other than that, very dry, lacking substance, shallow, and some details are never explained, which leaves one hanging there, questioning if they slept by some conversation where stuff was explained. Some cheap scare jumps, and some (maybe) genuine ones (the makeup artist did a very good job), but it lacks the punch of true good horror films/shows.

There are obvious similarities to Sharp Objects throughout the story, only the latter does it right. With SO I was genuinely disturbed during the last chapter. With Longlegs, nothing at all, just mehh. Never bought it.

2.5/5",,2024-11-16
2024-11-17,Under the Skin,2013,https://boxd.it/7Pasv7,5,,"It’s not for everyone, true, but just for the visual effects & sound people should give it a try. As Kermonde said in his review, the visual effects are very elegant, sophisticated. Think of Cronenberg’s Possessor or Infinity Pool; actually you could say this film directly influenced Brandon Cronenberg’s work.

This is a movie that creeps under your skin; it will make you feel uneasy. This is exactly how a horror movie is made.

5/5",,2024-02-06
2024-11-17,Disturbia,2007,https://boxd.it/7PaAQR,3,,"The chic is hot, that’s it.",,2024-11-16
2024-11-17,A Girl Walks Home Alone at Night,2014,https://boxd.it/7PdG8H,5,,"Two random facts: In Iran, nose jobs are as common as a dentist trip, and Farsi is my favorite language. Fuck Italian, fuck French.

Now onto the film: Well it’s <b>effortlessly cool</b> is what it is! If you’ve seen Pulp Fiction you’ll know what I mean. It’s fresh, and doesn’t beg for your attention in any way. It’s just there, existing in its own erotic, surreal, beautiful world.

The vibes are absolutely on point, highly reminiscent of Julio Torres’s & Taika Waititi‘s surreal works (Los Espookys & What We Do in the Shadows instantly come to mind), except here we have something much more elegant in its presentation, while spiking the right amount of quirkiness at just the right places.

It’s also very sophisticated, elegant, and careful on what it includes, what it doesn’t, how it communicates ideas, and what is not worth it. It never falls into vulgarity and boredom while still pursuing highly relevant contemporary sociological issues not only in countries with Muslim majorities but in the entire world. Ideas are very easily transferred to any context because each aspect of the narrative is chosen smartly and carefully.

It doesn’t get any better than this.

I fucking love Iranian culture and wish with all my heart the current geopolitical situation ends soon.

Edit: I knew I’d seen Arash Marandi somewhere!! Yes of course! Ali from Tehran!

5/5",,2024-11-16
2024-11-20,Pearl,2022,https://boxd.it/7QRy5T,4,,"Long overdue, but tonight I finally saw <b>Pearl.</b>

The film itself is good. The premise is not that original, and I found it too fast paced for it to be able to build the proper atmosphere. However, none of that really matters because there’s one thing they did nail, and it was casting Mia Goth. Her acting is very good. She fits the paper like a glove, and you can tell she knows it and enjoys the role.

I’ll be following her future projects very closely…for now I can tell she’s coming in at full vapor.

4/5",,2024-11-19
2024-11-20,Baywatch,2017,https://boxd.it/7QS297,0.5,Yes,You know well why you watched this.,,2024-11-19
2024-11-20,The Pursuit of Happyness,2006,https://boxd.it/7QSy5r,2,Yes,"The classic simplistic and reductionist story of the rotten “american dream”. This is one of the few films I’ve been downgrading throughout the years, I don’t usually change my ratings.

First, I fucking despise Will Smith, he’s disgusting, makes me cringe. He’s full of contradictions, assumes that he’s entitled to punch people at the clown fest since he’s been “wronged and publicly humiliated” thus “justice must be served” (LOL), and all he cares about (funny enough) is money. Second, well this has not aged well, has it? Wonder how this inspirational story would hold now that MAGA is in full swing.

As shallow as it gets.",,2024-11-19
2024-12-13,Oddity,2024,https://boxd.it/82im5v,3.5,,"Ahh yes, another fresh gothic introducing the archetypical narcissistic character we’re already too familiar with from some of the greatest literary classics of the 18th - 19th century. This time though, it comes with a bit of sass.",,2024-12-12
2024-12-25,Juror #2,2024,https://boxd.it/895Rb7,3,,"With so many courtroom dramas and juror movies out there, Juror #2 manages to stand out in some instances, however it falls into so many clichés, and the acting is very lacking, specially for the supporting actors which in this case turn out to be pretty relevant to the plot.

There are good ideas in there, the metaphors can be smart at times, but most of the times it just feels too obvious, too digested, too “Gerber”.

The audience is smart, you know?

As member of the jury, I say the whole ordeal does not convince. Anatomy of a Fall is 100 times better. Go watch that one instead. Better yet, read Dostoyevsky. You’ll get the good stuff right away, no bad acting.",,2024-12-24
2024-12-25,Poor Things,2023,https://boxd.it/899rPj,4.5,,"The end was cliché and the use of graphic violence was unjustified at times (martyrizing women in this form is not always necessary to tell a feminist tale, specially since violence here can seem voyeuristic), HOWEVER this is still one hell of a movie. THIS is how you tell a story. Plus the casting was….perfect.

EXCELLENT writing, excellent direction, excellent acting, excellent cinematography, excellent sound design, excellent costume design, excellent everything.

The ONLY “but” apart from the whole violence dilema is, is that we’ve heard similar stories before, specially in our current “counter-woke era”. Seems Poor Things missed the queue for the current state of affairs, or did it? Only Yorgos knows.

Very elegantly done overall.

Formidable work indeed.",,2024-12-24
2024-12-25,Saltburn,2023,https://boxd.it/89epDZ,0.5,,"Obvious, showy, pretentious, the references are all there, in your face. Nothing left to speculate.

But the worst is, the message is all wrong. It failed miserably in every aspect. Fennell tries to make it seem that she understands, but she doesn’t, not really. She is reductionist and extremely lacking. She is extremely biased, and simply lacks the depth. I’m criticizing the director directly because this is the second in a row she’s done the exact same. She criticizes but she does not understand what she’s criticizing. It’s as if we need to adjust our views to her views, as if she’s doing us a favor in a sense?

This doesn’t work due to one main reason: I never cared. Not for Oliver, not for Felix, not for Elspeth, not for anyone. These characters don’t exist, they’re all extremely reductionist, they are not real, they are not as relatable as Saltburn might think. It’s as if an aristocrat suddenly decided to make a clever film criticizing aristocrats, while staying an aristocrat. Feels…empty.

Sorry but we’re <b>not</b> just about to loose our minds. This is just pretty cinematography filled with very obvious references trying to lift a message and failing miserably, nothing more. Substance is not there. Saltburn considers itself more shocking than it actually is.

Artists these days tend to favor being “clever” and “naughty” than showing a good idea, a good dialogue, a simple honest interaction between two people.

This movie goes straight to the gallows for me.

0/5",,2024-12-24
2024-12-25,American Fiction,2023,https://boxd.it/89sEw3,4,,"<blockquote>“You’re not a drug dealer, aren’t you?”</blockquote>Had me laughing my ass out for 2 hours straight. Genius-level shit. Watches like the spiritual successor to Atlanta, The Curse, etc.

The only BUT here is you don’t know where this ends; it can become a forever cycle of counter measures to the counter measures. This is dangerous, it’s like…drugs.

Cynicism is a drug kids, remember that.",,2024-12-24
2024-12-27,First Reformed,2017,https://boxd.it/8aUgZP,4.5,,"<blockquote>Will God forgive us?</blockquote>
There’s some people whose senses are more receptive towards stimuli. There’s some people whose ethical and moral compass is just too alive, hyper-calibrated if you will. Theres some people whose mental capacities are superior, there’s a unique sense of retrospection. There’s also some people who have been blessed and cursed with the three, and it is them who carry the heaviest weight, the maximum struggle towards humanity’s bondage to sin.

Sometimes, you cannot just not watch, sometimes that is not an option. Some people are made this way, some people are made to witness.

If you’ve read The Brothers Karamazov, you’ll know.

<blockquote>Will God forgive us? Well maybe this was His plan all along.</blockquote>",,2024-12-26
2024-12-27,The Best Exotic Marigold Hotel,2011,https://boxd.it/8b6yvH,3.5,,"Gets the message through. Warm film, fond memories.",,2024-12-26
2025-01-05,Hour of the Wolf,1968,https://boxd.it/8jCFi7,4.5,,"<blockquote><i>“The Hour Of The Wolf"" is the hour between night and dawn.</i></blockquote><blockquote><i>It is the hour when most people die, when sleep is deepest, when nightmares are most real.</i></blockquote><blockquote><i>It is the hour when the sleepless are haunted by their deepest fear, when ghosts and demons are most powerful.</i></blockquote><blockquote><i>""The Hour Of The Wolf"" is also the hour when most children are born.</i></blockquote><i>
Spoilers ahead</i>

A painter is losing his “touch”. He retreats to a cabin with his wife to boost his artistic eloquence, but what happens there is instead his own feverish descent to insanity, a deconstruction of his own self. A very dangerous state of mind that just keeps unravelling onto itself. A snowball gaining momentum.

<i>Now, what did I think?</i>

Bergman’s only horror film, yet it blows 95% of horror films from lifelong horror directors out there.

I find myself perpetually dumbfounded at this man’s talent to uncover the human psyche. He understood with high precision what makes humans tick. Bergman was a master humanist.

This should be required material for any aspiring artist, film-maker or not.

Terrifying because <b>anyone can have their own Hour of the Wolf</b>. One just needs to be in the wrong state of mind for the right amount of time, and things start falling apart, one by one, like sand castles on high tide.

Brilliant, brilliant, and fucking terrifying.",,2025-01-04
2025-01-05,Woman of the Hour,2023,https://boxd.it/8jEukv,2,,"Our generation has lost the capacity to create impact “graciously”. No matter how awful some crimes (such as the ones depicted here) are, less is <b>always</b> more, unless you know <b>exactly</b> what you’re doing. Didn’t finish it, and not because of it’s transgressive nature, there are much more graphic ones out there, no no, the whole fucking movie makes you feel uncomfortable and disgusted, in the worst of ways.

Kendrick has a very very long way ahead.

Show some restraint until you know how to write and direct.",,2025-01-04
2025-01-06,Caché,2005,https://boxd.it/8kDkz3,4.5,,"What a film. It made me think a lot.

How do we approach our own past demons in a way that does not consume us? Because here we are living our lives, and when we least expect it, our irresolute past comes and bites us in the ass.

If one cannot forgive oneself, one will never be able to move forward.",,2025-01-05
2025-01-07,Ivan's Childhood,1962,https://boxd.it/8mktnP,4.5,,"Slight spoilers ahead.

This is a film about the protection of what’s left of innocence at all costs, even if that means reducing food rations and dying in combat for the sake of keeping innocence alive.

The question now is, can Ivan really be shielded? Protected? Restrained from joining the partisans?

Works very well when contrasted with Klimov’s <a href=""https://letterboxd.com/film/come-and-see/"" title=""Come and See"">Come and See</a>. Same history, roughly same period, very different ambience, very different outcomes.

Ivan grows with the soldiers, Florya grows with the partisans. Both tell a powerful story.

Excellent debut from the master of the subliminal and the metaphysical.",,2025-01-07
2025-01-26,Before Sunrise,1995,https://boxd.it/8BLDvX,4.5,,Beautiful,,2025-01-23
2025-01-26,Before Sunset,2004,https://boxd.it/8BLEIj,4.5,,Resounded a lot throughout,,2025-01-24
2025-01-26,Conclave,2024,https://boxd.it/8BQW05,4,,"Regardless of this film’s actual events and outcome, the Church plays a pivotal role in this world, specially during times of hardship. But people have renounced faith. The Church then has a massive responsibility.",,2025-01-25
2025-01-27,Alice in the Cities,1974,https://boxd.it/8CCKAL,5,,"<blockquote>
<i>“With this film, Wenders crystallized his style of existential sentimentality.”</i>
Richard Brody, The New Yorker</blockquote>
Melancholy.",,2025-01-26
2025-01-27,Au Hasard Balthazar,1966,https://boxd.it/8CSGEL,,,This requires a rewatch.,,2025-01-26
